City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Petersburg,US,37.2279,-77.4019,51.33,42,0,0.0,clear sky
347,Aksu,CN,41.1231,80.2644,17.51,48,6,0.38,clear sky
348,Lavrentiya,RU,65.5833,-171.0,17.44,80,100,9.22,overcast clouds
349,High Rock,BS,26.6208,-78.2833,73.42,72,70,10.58,broken clouds
350,Aksum,ET,14.1245,38.7244,58.41,60,75,3.62,broken clouds
351,Uchaly,RU,54.2996,59.4521,20.46,97,100,2.08,light snow
352,Tagusao,PH,9.1924,117.8141,79.86,83,100,12.06,overcast clouds
353,Kalmunai,LK,7.4167,81.8167,75.61,88,100,10.07,overcast clouds
354,Sonari,IN,27.0667,95.0333,59.68,73,0,1.77,clear sky
355,Warwick,US,41.7001,-71.4162,45.48,70,75,18.41,broken clouds
356,Esperance,AU,-33.8667,121.9,58.33,79,6,10.69,clear sky
357,Campos Gerais,BR,-21.235,-45.7586,76.1,64,100,2.84,overcast clouds
358,Nouadhibou,MR,20.931,-17.0347,73.38,64,6,11.5,clear sky
359,Bara,NG,10.3744,10.7288,78.1,19,100,7.7,overcast clouds
360,Hamilton,US,39.1834,-84.5333,35.04,67,100,12.66,overcast clouds
361,Guye,CN,39.7333,118.4167,11.37,33,1,4.54,clear sky
362,Bilibino,RU,68.0546,166.4372,1.15,98,100,5.99,overcast clouds
363,Marienburg,PL,54.0359,19.0266,30.88,97,82,4.27,broken clouds
364,Derry,GB,54.9981,-7.3093,27.48,97,14,3.2,few clouds
365,Adeje,ES,28.1227,-16.726,69.57,79,20,8.05,few clouds
366,Coracao De Jesus,BR,-16.6853,-44.365,69.89,95,100,6.04,heavy intensity rain
367,Svetlyy,RU,54.675,20.1347,21.25,98,80,1.83,broken clouds
368,Tazovskiy,RU,67.4667,78.7,4.77,95,100,10.6,light snow
369,Akureyri,IS,65.6835,-18.0878,21.13,79,100,3.44,light snow
370,Kinston,US,35.2627,-77.5816,52.25,43,0,5.75,clear sky
371,Laguna,US,38.421,-121.4238,55.63,79,0,3.44,clear sky
372,Witbank,ZA,-25.8713,29.2332,65.05,77,100,7.36,overcast clouds
373,Half Moon Bay,US,37.4636,-122.4286,55.27,73,0,6.91,clear sky
374,Kavaratti,IN,10.5669,72.642,81.1,67,41,3.71,scattered clouds
375,Nagornyy,RU,52.7959,83.5498,-10.75,94,5,4.72,clear sky
376,Okakarara,NA,-20.5833,17.4333,78.87,14,89,10.33,overcast clouds
377,Skjervoy,NO,70.0311,20.9714,12.2,50,100,9.08,overcast clouds
378,Cabo Rojo,PR,18.0866,-67.1457,84.88,72,17,3.0,few clouds
379,Uttarkashi,IN,30.7333,78.45,53.8,20,0,6.44,clear sky
380,Hay River,CA,60.8156,-115.7999,-5.82,77,75,8.05,broken clouds
381,Shreveport,US,32.5251,-93.7502,52.02,39,0,14.97,clear sky
382,Mehamn,NO,71.0357,27.8492,17.55,86,100,8.05,overcast clouds
383,Blytheville,US,35.9273,-89.919,42.85,48,0,12.66,clear sky
384,Matamoros,MX,25.5333,-103.25,63.1,41,75,0.0,broken clouds
385,Mount Gambier,AU,-37.8333,140.7667,50.83,87,0,8.9,clear sky
386,Brigantine,US,39.4101,-74.3646,47.03,51,75,16.11,broken clouds
387,Cayenne,GF,4.9333,-52.3333,73.44,100,75,8.05,light rain
388,Rio Gallegos,AR,-51.6226,-69.2181,66.25,19,75,19.57,broken clouds
389,Benguela,AO,-12.5763,13.4055,75.7,75,100,6.4,overcast clouds
390,Pietersburg,ZA,-23.9045,29.4688,70.65,78,0,3.44,moderate rain
391,Chaihe,CN,44.7667,129.7,-5.01,72,73,12.24,broken clouds
392,Basco,PH,20.4487,121.9702,68.94,82,100,43.73,overcast clouds
393,Port Augusta,AU,-32.5,137.7667,73.99,25,100,17.49,overcast clouds
394,Korsakov,RU,46.6328,142.7813,4.84,74,100,9.46,overcast clouds
395,Manuk Mangkaw,PH,4.8,119.85,81.64,79,86,13.0,overcast clouds
396,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.64,66,78,12.59,broken clouds
397,Aklavik,CA,68.2191,-135.0107,-4.0,71,75,11.5,broken clouds
398,Sorland,NO,67.667,12.6934,35.46,57,100,12.77,overcast clouds
399,Erenhot,CN,43.6475,111.9767,5.94,78,99,8.19,overcast clouds
400,Bambous Virieux,MU,-20.3428,57.7575,78.22,73,40,11.5,scattered clouds
401,Tautira,PF,-17.7333,-149.15,78.64,79,97,7.38,light rain
402,Port Hueneme,US,34.1478,-119.1951,63.46,27,0,16.11,clear sky
403,Boende,CD,-0.2167,20.8667,73.99,82,100,2.57,overcast clouds
404,Murwara,IN,23.85,80.4,54.73,39,4,2.57,clear sky
405,Podosinovets,RU,60.2776,47.0659,10.45,97,100,3.06,overcast clouds
406,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,87,99,26.28,light rain
407,Pignon,HT,19.3333,-72.1167,85.66,28,0,2.84,clear sky
408,Luba,GQ,3.4568,8.5547,82.29,80,60,6.02,broken clouds
409,Plouzane,FR,48.3833,-4.6167,35.92,69,0,10.36,clear sky
410,Quebrada Larga,HN,14.1,-86.3667,83.12,51,95,4.56,overcast clouds
411,Waingapu,ID,-9.6567,120.2641,77.41,80,98,5.61,overcast clouds
412,Sioux City,US,42.5,-96.4003,17.19,70,40,20.71,scattered clouds
413,Zatoka,UA,46.0725,30.4654,52.21,84,100,12.06,overcast clouds
414,Cap-Aux-Meules,CA,47.3821,-61.8597,35.65,87,75,24.16,broken clouds
415,Upata,VE,8.0086,-62.3989,85.19,61,86,5.75,overcast clouds
416,Pointe-Noire,CG,-4.7761,11.8635,78.62,85,100,8.1,overcast clouds
417,Weston,US,26.1004,-80.3998,79.0,80,100,11.01,overcast clouds
418,Gogrial,SS,8.5332,28.1004,80.55,30,3,5.19,clear sky
419,Negombo,LK,7.2083,79.8358,77.05,88,0,9.22,clear sky
420,Alice Springs,AU,-23.7,133.8833,67.55,37,4,4.61,clear sky
421,Tariba,VE,7.8188,-72.2243,77.56,48,87,4.03,overcast clouds
422,Zhangye,CN,38.9342,100.4517,14.23,46,0,5.99,clear sky
423,Glens Falls,US,43.3095,-73.644,40.59,83,75,5.01,broken clouds
424,San Rafael,AR,-34.6177,-68.3301,87.64,23,15,19.69,few clouds
425,Sinyavino,RU,59.9078,31.0711,-3.59,100,68,0.83,broken clouds
426,Snejbjerg,DK,56.1387,8.899,35.51,86,76,16.64,broken clouds
427,Ahuimanu,US,21.4447,-157.8378,76.78,84,20,3.44,few clouds
428,Sinnamary,GF,5.3833,-52.95,78.53,88,100,12.19,overcast clouds
429,Coralville,US,41.6764,-91.5805,22.08,77,100,16.11,overcast clouds
430,Chalatenango,SV,14.0333,-88.9333,86.58,42,7,2.98,clear sky
431,Marawi,PH,7.9986,124.2928,67.55,96,100,1.28,overcast clouds
432,Flin Flon,CA,54.7682,-101.865,-9.56,64,20,10.36,few clouds
433,Jiangyou,CN,31.7667,104.7167,38.17,52,0,2.08,clear sky
434,Atagay,RU,55.1033,99.3875,-3.06,97,98,1.41,overcast clouds
435,Padang,ID,-0.9492,100.3543,77.05,87,83,4.21,moderate rain
436,Qarqin,AF,37.4185,66.0436,48.87,48,91,5.53,overcast clouds
437,Riyadh,SA,24.6877,46.7219,60.94,58,0,6.38,clear sky
438,Alcudia,ES,39.8532,3.1214,57.25,74,11,3.87,few clouds
439,Praia,CV,14.9215,-23.5087,77.54,65,20,20.71,few clouds
440,Ust-Kulom,RU,61.6864,53.6902,-0.26,99,100,2.82,overcast clouds
441,Mar Del Plata,AR,-38.0023,-57.5575,72.82,65,0,23.02,light rain
442,Padre Bernardo,BR,-15.35,-48.5,71.28,87,100,4.25,overcast clouds
443,Kutum,SD,14.2,24.6667,65.39,22,52,7.65,broken clouds
444,Pine Bluff,US,34.2284,-92.0032,47.08,44,0,12.66,clear sky
445,Quebec,CA,46.8123,-71.2145,34.88,85,100,19.57,light snow
446,Fortuna,US,40.5982,-124.1573,46.98,94,0,5.75,clear sky
447,Aksarka,RU,66.5606,67.7975,5.9,90,100,6.08,overcast clouds
448,Thunder Bay,CA,48.4001,-89.3168,30.18,93,100,6.91,overcast clouds
449,Okha,RU,53.5739,142.9478,2.52,98,100,6.71,overcast clouds
450,Hovd,MN,48.0056,91.6419,-5.35,80,4,2.17,clear sky
451,Elliot,ZA,-31.3333,27.85,57.65,98,100,3.42,moderate rain
452,Bamiantong,CN,44.9333,130.5333,-5.3,79,33,11.77,scattered clouds
453,Gwadar,PK,25.1216,62.3254,73.27,42,0,8.01,clear sky
454,Shadegan,IR,30.6497,48.6647,60.75,45,0,8.97,clear sky
455,Jizan,SA,17.3333,42.6667,79.74,70,0,3.02,clear sky
456,Santarem,BR,-2.4431,-54.7083,91.53,62,20,11.5,few clouds
457,Buritis,BR,-15.6178,-46.4233,70.05,96,100,2.15,overcast clouds
458,Singkang,MY,2.1006,102.7994,73.47,98,100,3.24,overcast clouds
459,Olafsvik,IS,64.8945,-23.7142,27.45,83,100,26.51,snow
460,Byron Bay,AU,-28.65,153.6167,60.94,81,77,13.31,broken clouds
461,Santa Comba,ES,43.0331,-8.8093,50.79,92,100,5.91,overcast clouds
462,Khasan,RU,42.4308,130.6434,6.98,58,21,18.81,few clouds
463,Bud,US,39.447,-86.1758,32.92,61,100,14.5,overcast clouds
464,Monze,ZM,-16.2833,27.4833,69.58,77,100,3.65,overcast clouds
465,Nara,JP,34.6851,135.8049,42.49,69,85,11.25,overcast clouds
466,Haines Junction,CA,60.7522,-137.5108,-16.65,69,62,3.44,broken clouds
467,Dania Beach,US,26.0523,-80.1439,78.03,83,100,9.22,overcast clouds
468,Srandakan,ID,-7.9386,110.2506,76.6,88,15,3.65,few clouds
469,Newport,GB,51.5877,-2.9984,39.31,78,11,11.18,few clouds
470,Vila Velha,BR,-20.3297,-40.2925,78.75,78,75,10.36,broken clouds
471,Mirskoy,RU,45.5439,40.3998,46.89,72,14,7.31,few clouds
472,Kroonstad,ZA,-27.6504,27.2349,67.57,58,98,3.4,light rain
473,Yaan,NG,7.3833,8.5667,80.51,18,100,3.15,overcast clouds
474,Aiquile,BO,-18.2041,-65.1807,72.36,49,95,14.12,overcast clouds
475,Lamu,KE,-2.2717,40.902,80.82,81,34,12.93,scattered clouds
476,Shimoda,JP,34.6667,138.95,42.1,71,36,27.38,scattered clouds
477,Kupang,ID,-10.1667,123.5833,76.86,82,98,2.42,overcast clouds
478,Majitha,IN,31.7583,74.9544,57.09,94,0,0.0,fog
479,Yafran,LY,32.0633,12.5286,58.05,45,4,5.17,clear sky
480,Kaduqli,SD,11.0167,29.7167,77.97,28,26,7.52,scattered clouds
481,Keflavik,IS,64.0049,-22.5624,30.63,86,100,29.93,light snow
482,Batagay-Alyta,RU,67.8006,130.4114,-38.43,95,17,2.91,few clouds
483,Igarka,RU,67.4667,86.5833,-2.04,91,100,12.68,overcast clouds
484,Kunming,CN,25.0389,102.7183,31.93,80,100,8.95,light snow
485,Holly Hill,US,29.2436,-81.0376,71.11,58,75,5.75,broken clouds
486,San Patricio,US,28.017,-97.5169,55.49,36,100,10.76,overcast clouds
487,Pasni,PK,25.2631,63.471,72.5,38,0,4.45,clear sky
488,Saint-Felicien,CA,48.6501,-72.4491,30.88,80,100,11.5,light snow
489,El Sauzal,MX,31.9,-116.6833,58.42,51,100,2.13,overcast clouds
490,Uglegorsk,RU,49.0833,142.0333,5.95,78,100,3.2,overcast clouds
491,Mocuba,MZ,-16.8392,36.9856,80.29,66,100,4.14,overcast clouds
492,Gamba,GA,-2.65,10.0,78.24,84,96,4.85,overcast clouds
493,Kawalu,ID,-7.3817,108.2082,72.57,96,43,0.43,scattered clouds
494,Ucluelet,CA,48.9329,-125.5528,40.08,92,100,3.76,overcast clouds
495,Lake City,US,30.1897,-82.6393,66.61,29,0,4.61,clear sky
496,Kenai,US,60.5544,-151.2583,3.15,76,0,4.61,mist
497,Kalevala,RU,65.2,31.1667,18.75,92,99,10.56,overcast clouds
498,Vanavara,RU,60.34,102.2797,-27.71,100,7,1.36,clear sky
499,Sao Bento,BR,-6.2833,-37.75,91.74,25,90,7.74,overcast clouds
500,Pangnirtung,CA,66.1451,-65.7125,19.4,68,75,4.61,broken clouds
501,Anantnag,IN,33.7333,75.15,40.1,44,0,1.74,clear sky
502,Carupano,VE,10.6678,-63.2585,81.79,67,100,12.37,overcast clouds
503,Losinyy,RU,57.1386,61.0666,15.55,96,100,3.53,overcast clouds
504,Grants,US,35.1473,-107.8514,28.63,19,0,9.22,clear sky
505,Lakes Entrance,AU,-37.8811,147.981,53.17,82,100,3.83,overcast clouds
506,Sahuaripa,MX,29.05,-109.2333,67.75,37,14,4.43,few clouds
507,Hohhot,CN,40.8106,111.6522,-0.11,71,0,4.47,clear sky
508,Tiznit,MA,29.5833,-9.5,59.58,71,0,2.8,clear sky
509,Kayerkan,RU,69.3497,87.7602,-4.32,93,100,6.15,overcast clouds
510,Codrington,AU,-38.2667,141.9667,49.41,93,1,9.33,clear sky
511,Huadian,CN,42.9633,126.7478,-2.11,77,55,8.43,broken clouds
512,Bairiki,KI,1.3292,172.9752,80.6,78,20,4.61,few clouds
513,Usogorsk,RU,63.4106,48.6872,-0.02,100,97,4.54,overcast clouds
514,Sortland,NO,68.6949,15.4162,22.08,92,60,3.53,broken clouds
515,Seymchan,RU,62.8833,152.4333,-13.32,93,100,5.84,overcast clouds
516,Serebryansk,KZ,49.6925,83.2892,13.14,85,100,4.61,overcast clouds
517,Katsuura,JP,35.1333,140.3,45.95,88,100,10.56,overcast clouds
518,Srednekolymsk,RU,67.45,153.6833,-20.33,97,100,8.52,overcast clouds
519,Aras,ES,42.5617,-2.356,41.43,87,100,0.0,overcast clouds
520,Itacoatiara,BR,-3.1431,-58.4442,90.95,48,76,3.13,moderate rain
521,Makat,KZ,47.6469,53.3463,31.35,77,65,10.89,broken clouds
522,Maceio,BR,-9.6658,-35.7353,87.24,58,20,16.11,few clouds
523,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,28,0.0,scattered clouds
524,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.4,62,40,4.61,scattered clouds
525,Muzhi,RU,65.3667,64.6667,12.6,83,23,12.88,few clouds
526,Kapoeta,SS,4.7717,33.5903,81.3,45,72,3.62,broken clouds
527,Pedernales,DO,18.0384,-71.744,83.88,54,8,5.32,clear sky
528,Panorama,GR,40.5878,23.0315,57.52,92,75,3.44,broken clouds
529,Liaocheng,CN,36.4439,115.9647,20.39,26,0,3.58,clear sky
530,Tayoltita,MX,24.0833,-105.9333,74.5,15,80,5.59,broken clouds
531,Nioro,GM,13.35,-15.75,84.11,13,5,6.76,clear sky
532,Ixtapa,MX,20.7,-105.2,76.23,57,100,0.0,overcast clouds
533,Cockburn Town,TC,21.4612,-71.1419,80.56,57,40,5.75,scattered clouds
534,Yangjiang,CN,21.85,111.9667,52.14,49,100,15.1,overcast clouds
535,Maun,BW,-19.9833,23.4167,78.76,69,20,3.44,light rain
536,Trojanovice,CZ,49.5204,18.238,22.55,99,98,2.64,overcast clouds
537,Abha,SA,18.2164,42.5053,55.22,26,0,8.05,clear sky
538,Zholymbet,KZ,51.7433,71.7122,2.17,87,20,5.53,few clouds
539,Mayo,US,38.8876,-76.5119,48.15,46,100,11.5,overcast clouds
540,Cairns,AU,-16.9167,145.7667,77.07,100,40,0.0,scattered clouds
541,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,87,75,2.3,broken clouds
542,Agutaya,PH,11.148,120.9417,80.74,85,80,25.52,broken clouds
543,Hastings,GB,50.8552,0.5729,40.91,69,100,11.68,overcast clouds
544,Fort-Shevchenko,KZ,44.5086,50.263,41.97,72,0,9.64,clear sky
545,Sambava,MG,-14.2667,50.1667,75.88,81,93,5.39,overcast clouds
546,Honiara,SB,-9.4333,159.95,75.85,87,35,3.83,scattered clouds
547,Kvitok,RU,56.0724,98.4813,-8.88,99,74,1.03,broken clouds
548,Iguape,BR,-24.7081,-47.5553,76.37,63,56,10.83,broken clouds
549,Nizwa,OM,22.9333,57.5333,68.92,40,0,3.76,clear sky
550,Semey,KZ,50.4111,80.2275,1.85,89,30,7.2,scattered clouds
551,Umuarama,BR,-23.7664,-53.325,85.62,42,26,1.07,scattered clouds
552,West Bay,KY,19.3667,-81.4167,84.99,70,20,13.8,few clouds
553,Pajapan,MX,18.25,-94.7,79.43,72,45,6.76,light rain
554,Tazmalt,DZ,36.3868,4.3989,57.0,74,67,1.59,light rain
555,Nongpoh,IN,25.9,91.8833,56.77,71,0,3.83,clear sky
556,Poya,NC,-21.35,165.15,76.64,84,8,2.86,clear sky
557,San Luis,AR,-33.295,-66.3356,82.38,30,24,8.5,few clouds
558,Siniscola,IT,40.5719,9.6922,49.55,81,0,4.14,clear sky
559,Yumen,CN,40.2833,97.2,10.33,59,0,5.55,clear sky
560,Clyde River,CA,70.4692,-68.5914,12.43,79,100,18.41,overcast clouds
561,Zambezi,ZM,-13.5432,23.1047,66.0,94,100,3.98,overcast clouds
562,Temple,US,31.0982,-97.3428,54.05,30,0,13.8,clear sky
563,Almaznyy,RU,48.0448,40.045,43.34,87,100,12.59,overcast clouds
564,Kloulklubed,PW,7.0419,134.2556,79.3,77,100,13.65,overcast clouds
565,Bayan,CN,46.0833,127.4,-14.46,95,68,5.19,broken clouds
566,Teya,RU,60.3778,92.6267,-13.9,99,100,3.27,overcast clouds
567,Klyuchi,RU,52.2667,79.1667,-0.83,91,88,7.87,overcast clouds
568,Vila,PT,42.0304,-8.1588,43.68,90,100,4.7,overcast clouds
569,Fallon,US,39.4735,-118.7774,27.91,80,100,8.05,overcast clouds
570,Yar-Sale,RU,66.8333,70.8333,12.34,94,100,12.55,overcast clouds
571,Jacareacanga,BR,-6.2222,-57.7528,85.42,63,100,4.03,overcast clouds
572,Liwale,TZ,-9.7667,37.9333,74.35,71,93,7.18,overcast clouds
573,Zhuanghe,CN,39.7008,122.9911,8.26,63,1,8.3,clear sky
574,Veseloyarsk,RU,51.2836,81.1056,9.88,84,99,8.25,overcast clouds
575,Cochabamba,BO,-17.3895,-66.1568,83.95,28,40,10.36,scattered clouds
576,Jasper,US,37.2001,-94.3502,34.05,54,40,13.8,scattered clouds
577,Ukiah,US,39.1502,-123.2078,56.05,58,0,0.89,clear sky
578,Kant,IN,27.8,79.8,56.55,37,0,2.82,clear sky
579,Kemijarvi,FI,66.7131,27.4306,22.06,92,100,10.94,overcast clouds
580,Maturin,VE,9.75,-63.1767,87.8,43,99,11.36,overcast clouds
581,Kormilovka,RU,55.0026,74.1028,0.66,98,55,7.54,broken clouds
582,Terrace,CA,54.5163,-128.6035,26.51,63,100,17.27,light shower snow
583,Chaiya,TH,9.3862,99.1986,77.49,82,41,13.11,light rain
584,Beloha,MG,-25.1667,45.05,72.77,87,76,7.25,broken clouds
585,Bang Saphan,TH,11.2126,99.5117,76.6,81,64,15.03,broken clouds
586,Lively,CA,46.4334,-81.1498,32.02,85,100,5.93,overcast clouds
587,Agucadoura,PT,41.4318,-8.7804,56.32,84,79,9.55,broken clouds
588,Zhigansk,RU,66.7697,123.3711,-47.67,98,88,5.12,overcast clouds
589,Sorkjosen,NO,69.8,20.9333,12.2,67,36,19.57,scattered clouds
590,Kyra,RU,49.5776,111.9753,-6.11,98,96,2.84,overcast clouds
591,Kisanga,TZ,-7.4362,37.7034,79.93,67,99,9.82,overcast clouds
592,Antoing,BE,50.556,3.4653,26.92,75,99,6.29,overcast clouds
593,Mariental,NA,-24.6333,17.9667,80.85,21,0,10.29,clear sky
594,Ikom,NG,5.9667,8.7063,77.99,51,100,2.33,overcast clouds
595,Lorengau,PG,-2.0226,147.2712,79.41,78,90,1.86,overcast clouds
596,Las Vegas,US,36.175,-115.1372,46.69,36,0,1.01,clear sky
597,Oranjestad,AW,12.524,-70.027,84.15,75,20,19.57,few clouds
598,Sabang,ID,5.8933,95.3214,81.0,76,100,18.54,overcast clouds
599,Kaohsiung,TW,22.6163,120.3133,53.69,79,75,13.8,broken clouds
600,Chicama,PE,-7.8447,-79.1469,72.14,59,94,11.1,overcast clouds
601,Pasighat,IN,28.0667,95.3333,61.5,53,9,3.76,clear sky
602,Kenora,CA,49.8167,-94.4337,13.17,79,100,12.66,light snow
603,Jiayuguan,CN,39.8167,98.3,13.05,43,0,6.04,clear sky
604,Kidal,ML,18.4411,1.4078,76.37,12,0,10.27,clear sky
605,Hurricane,US,37.1753,-113.2899,37.74,33,0,3.0,clear sky
606,Pucallpa,PE,-8.3791,-74.5539,82.44,69,75,2.3,broken clouds
607,Taltal,CL,-25.4,-70.4833,68.92,68,2,7.2,clear sky
608,Buenos Aires,AR,-34.6132,-58.3772,77.99,38,0,13.31,clear sky
609,Tual,ID,-5.6667,132.75,83.43,77,99,10.0,overcast clouds
610,Ossora,RU,59.2353,163.0719,30.63,98,100,23.2,snow
611,Norwich,GB,52.6278,1.2983,37.26,88,0,9.22,clear sky
612,Dunedin,NZ,-45.8742,170.5036,52.81,99,100,1.99,overcast clouds
613,Boshan,CN,36.4833,117.8333,15.73,30,0,4.29,clear sky
614,Warrington,GB,53.3925,-2.5802,40.32,96,75,6.91,light rain
615,Wanning,CN,18.8003,110.3967,60.87,65,100,22.44,overcast clouds
616,Yingcheng,CN,30.95,113.55,30.6,27,0,4.05,clear sky
617,Ambon,ID,-3.6954,128.1814,77.14,16,40,2.3,moderate rain
618,Lompoc,US,34.6391,-120.4579,60.85,59,0,8.05,clear sky
619,Sekondi,GH,4.937,-1.7128,79.79,80,4,8.16,clear sky
620,Takoradi,GH,4.8845,-1.7554,79.99,80,3,8.25,clear sky
621,Tocopilla,CL,-22.092,-70.1979,70.34,64,8,4.7,clear sky
622,Carutapera,BR,-1.195,-46.02,85.19,60,84,9.78,broken clouds
623,Kahului,US,20.8947,-156.47,78.84,82,0,4.61,clear sky
624,Kuusamo,FI,65.9667,29.1833,19.44,93,100,13.8,overcast clouds
625,Felanitx,ES,39.4696,3.1483,56.01,79,7,1.19,clear sky
626,Mathathane,BW,-22.2687,28.7495,76.8,68,100,9.86,overcast clouds
627,Celestun,MX,20.8667,-90.4,82.24,65,7,8.48,clear sky
628,Comapa,GT,14.1167,-89.9167,81.32,39,4,1.57,clear sky
629,Hengshui,CN,37.7322,115.7011,17.4,30,0,7.38,clear sky
630,Lerwick,GB,60.1545,-1.1494,41.0,76,70,24.43,broken clouds
631,Vilhena,BR,-12.7406,-60.1458,73.62,94,75,14.97,broken clouds
632,Parabel,RU,58.6978,81.4825,4.69,93,100,8.23,overcast clouds
633,Kletskaya,RU,49.3145,43.0584,37.85,89,96,15.61,overcast clouds
634,Santander,ES,43.4647,-3.8044,52.47,91,0,1.99,clear sky
635,Burdur,TR,37.7203,30.2908,43.5,100,100,0.0,fog
636,Gorom-Gorom,BF,14.4439,-0.2361,80.8,14,0,8.68,clear sky
637,Lukovetskiy,RU,64.2956,41.9211,8.67,97,72,6.04,broken clouds
638,Bulungu,CD,-4.55,18.6,71.47,90,100,1.28,overcast clouds
639,Matara,LK,5.9485,80.5353,73.98,87,100,6.58,overcast clouds
640,Balkanabat,TM,39.5108,54.3671,48.02,59,76,3.2,broken clouds
641,Keetmanshoop,NA,-26.5833,18.1333,74.39,42,0,18.03,clear sky
642,Smiltene,LV,57.4244,25.9016,-0.06,100,100,0.07,overcast clouds
643,Brae,GB,60.3964,-1.353,40.73,78,90,22.21,light rain
644,Kukes,AL,42.0769,20.4219,53.67,88,100,3.91,overcast clouds
645,Tabuk,PH,17.4189,121.4443,69.96,95,99,15.17,overcast clouds
646,Banda Aceh,ID,5.5577,95.3222,77.2,83,97,10.0,overcast clouds
647,Nova Olinda Do Norte,BR,-3.8881,-59.0942,90.86,50,83,1.68,moderate rain
648,Jhabua,IN,22.7667,74.6,71.38,48,6,6.31,clear sky
649,Laiyang,CN,36.9758,120.7136,23.38,40,87,18.05,overcast clouds
650,Bjornevatn,NO,69.6672,29.9847,10.02,85,18,4.61,few clouds
651,Rajshahi,BD,24.3667,88.6,62.19,52,5,6.4,clear sky
652,Gamboma,CG,-1.8764,15.8644,75.09,81,100,1.3,light rain
653,Mariinsk,RU,56.2139,87.7472,-7.94,97,5,3.22,clear sky
654,Russell,US,32.3502,-85.1999,50.2,53,40,10.36,scattered clouds
655,Kokkola,FI,63.8385,23.1307,28.92,95,100,13.8,overcast clouds
656,Soller,ES,39.7662,2.7152,56.91,85,59,4.18,broken clouds
657,Urumqi,CN,43.801,87.6005,0.55,85,0,6.71,clear sky
658,Quiindy,PY,-25.9667,-57.2667,93.13,20,4,6.02,clear sky
659,Wucheng,CN,29.6008,118.175,28.27,40,0,2.68,clear sky
660,Linhares,BR,-19.3911,-40.0722,73.72,93,100,6.22,light rain
